product_id,price_range,area,price_per_m2,number_of_bedrooms,number_of_bathrooms,number_of_stories,front_length,legal_status,isFurnished,old_address,post_type,isVerified
44128354,24.5,96.0,255.21,29.0,29.0,7.0,6.6,True,Đầy đủ,Cầu Giấy,Tin thường,False
44129430,11.0,55.0,200.0,4.0,3.0,5.0,4.5,True,Đầy đủ,Đống Đa,Tin thường,False
44130812,7.0,60.0,116.67,5.0,4.0,5.0,,True,Đầy đủ,Thanh Trì,Tin thường,False
44131570,6.25,40.0,156.25,4.0,3.0,4.0,3.1,True,Cơ bản,Hà Đông,Tin thường,False
44132010,9.7,50.0,194.0,,,5.0,5.0,True,Cơ bản,Tây Hồ,Tin thường,False
44133575,13.5,50.0,270.0,4.0,3.0,,4.0,True,Đầy đủ,Hà Đông,Tin thường,False
44138772,13.5,50.0,270.0,9.0,9.0,6.0,4.2,True,Đầy đủ,Hoàng Mai,Tin thường,False
44139837,17.0,65.0,261.54,,,7.0,5.2,True,,Ba Đình,Tin thường,False
44146699,14.8,42.0,352.38,3.0,5.0,6.0,,True,Cơ bản,Hai Bà Trưng,Tin thường,False
44148551,39.5,88.0,448.86,,,9.0,,,,Ba Đình,Tin thường,False
44154351,5.1,48.5,105.16,4.0,3.0,4.0,3.9,True,Cơ bản,Thanh Trì,Tin thường,False
44154352,19.0,48.0,395.83,5.0,5.0,5.0,4.0,True,Đầy đủ,Hà Đông,Tin thường,False
44154546,28.0,72.0,388.89,,,5.0,,True,,Thanh Xuân,Tin thường,False
44157969,5.25,50.0,105.0,3.0,4.0,4.0,,,,Hoài Đức,Tin thường,False
44163557,14.3,63.0,226.98,,,5.0,,,,Thanh Xuân,Tin thường,False
44163832,5.19,50.0,103.8,,,4.0,5.0,True,"Trang bị nội thất cơ bản, hiện đại.",Quốc Oai,Tin thường,False
44165052,14.68,68.0,215.88,6.0,4.0,4.0,3.5,True,Cơ bản,Long Biên,Tin thường,False
44171771,10.7,43.0,248.84,6.0,4.0,5.0,3.3,True,Đầy đủ,Đống Đa,Tin thường,False
44175202,10.0,40.0,250.0,4.0,,,4.0,True,,Ba Đình,Tin thường,False
44177648,8.2,38.0,215.79,4.0,,6.0,,True,,Đống Đa,Tin thường,False
44184963,7.75,43.0,180.23,6.0,,5.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44186741,50.0,300.0,166.67,,,7.0,13.0,True,,Long Biên,Tin thường,False
44187872,7.8,35.0,222.86,3.0,4.0,5.0,4.0,True,,Ba Đình,Tin thường,False
44188773,12.3,73.0,168.49,4.0,4.0,1.0,5.0,True,,Đống Đa,Tin thường,False
44188837,31.5,71.0,443.66,4.0,,5.0,5.1,True,,Đống Đa,Tin thường,False
44188992,14.9,50.0,298.0,4.0,3.0,4.0,4.7,True,,Đống Đa,Tin thường,False
44189667,17.3,65.0,266.15,4.0,4.0,5.0,4.0,True,,Thanh Xuân,Tin thường,False
44192415,7.95,40.0,198.75,3.0,4.0,5.0,3.9,True,Đầy đủ,Đống Đa,Tin thường,False
44193584,7.8,42.0,185.71,4.0,,4.0,,True,,Đống Đa,Tin thường,False
44194663,9.15,38.0,240.79,8.0,5.0,5.0,3.4,True,Cơ bản,Thanh Xuân,Tin thường,False
44194851,12.6,50.0,252.0,5.0,,6.0,5.0,True,Đầy đủ,Thanh Xuân,Tin thường,False
44195089,25.0,118.0,211.86,1.0,1.0,1.0,5.0,True,,Long Biên,Tin thường,False
44198997,22.3,56.0,398.21,4.0,4.0,5.0,4.3,True,Cơ bản,Đống Đa,Tin thường,False
44205305,7.55,38.0,198.68,3.0,4.0,5.0,4.2,True,Đầy đủ,Đống Đa,Tin thường,False
44205715,8.0,36.0,222.22,5.0,,5.0,,True,Full nội thất 5*.,Hà Đông,Tin thường,False
44208194,7.7,44.0,175.0,3.0,,5.0,,True,Full nội thất.,Đống Đa,Tin thường,False
44213023,17.3,50.0,346.0,,,6.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44214364,13.9,40.0,347.5,5.0,5.0,5.0,4.5,True,Đầy đủ,Hai Bà Trưng,Tin thường,False
44214753,24.0,118.0,203.39,3.0,3.0,3.0,,True,,Nam Từ Liêm,Tin thường,False
44215172,16.3,40.0,407.5,,,6.0,6.0,True,,Hai Bà Trưng,Tin thường,False
44217825,7.8,44.0,177.27,5.0,,5.0,,True,Cơ bản,Đống Đa,Tin thường,False
44218015,8.5,45.0,188.89,,,5.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44220656,7.9,44.0,179.54,3.0,,5.0,,True,,Đống Đa,Tin thường,False
44222942,8.35,42.0,198.81,4.0,4.0,5.0,4.2,True,Đầy đủ,Đống Đa,Tin thường,False
44225411,20.7,47.0,440.43,2.0,7.0,7.0,5.1,True,Nội thất gỗ lim quý hiếm.,Thanh Xuân,Tin thường,False
44227172,42.0,135.0,311.11,,30.0,9.0,,,,Nam Từ Liêm,Tin thường,False
44228454,7.95,41.0,193.9,3.0,4.0,5.0,3.8,True,Đầy đủ,Đống Đa,Tin thường,False
44228742,4.6,33.0,139.39,3.0,3.0,5.0,,True,Đầy đủ,Hà Đông,Tin thường,False
44228745,21.0,65.0,323.08,16.0,,6.0,6.0,True,"Đầy đủ nội thất, giường, tủ, tủ lạnh, bình nóng lạnh.",Hoàng Mai,Tin thường,False
44230178,9.5,43.0,220.93,5.0,6.0,6.0,4.2,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44235677,19.2,60.0,320.0,4.0,6.0,7.0,4.0,True,,Long Biên,Tin thường,False
44237051,15.0,50.0,300.0,4.0,3.0,4.0,4.5,True,Đầy đủ,Thanh Xuân,Tin thường,False
44237103,4.6,52.0,88.46,3.0,3.0,3.0,,True,Đầy đủ,Quốc Oai,Tin thường,False
44241398,19.0,53.0,358.49,,,5.0,5.0,True,,Ba Đình,Tin thường,False
44244064,9.2,48.0,191.67,,,5.0,,True,Đầy đủ,Cầu Giấy,Tin thường,False
44245873,30.8,122.0,252.46,27.0,27.0,7.0,7.1,True,Đầy đủ,Ba Đình,Tin thường,False
44246363,20.0,77.0,259.74,,,,,True,,Ba Đình,Tin thường,False
44247660,30.8,122.0,252.46,27.0,27.0,7.0,7.1,True,Đầy đủ,Ba Đình,Tin thường,False
44248058,7.7,44.0,175.0,6.0,,5.0,,True,Full nội thất.,Đống Đa,Tin thường,False
44248097,30.8,122.0,252.46,27.0,27.0,7.0,7.1,True,Đầy đủ,Ba Đình,Tin thường,False
44251403,8.5,45.0,188.89,4.0,3.0,5.0,,True,"Nội thất xịn: Sàn gỗ, điều hòa, tủ bếp, giường tủ.",Đống Đa,Tin thường,False
44251664,20.0,52.0,384.62,6.0,3.0,5.0,3.9,,,Đống Đa,Tin thường,False
44253931,11.45,45.0,254.44,9.0,5.0,5.0,4.0,True,,Thanh Xuân,Tin thường,False
44254710,10.7,65.0,164.62,4.0,3.0,4.0,5.5,True,Đầy đủ,Đống Đa,Tin thường,False
44255974,7.5,39.0,192.31,4.0,4.0,5.0,3.5,True,Đầy đủ,Hà Đông,Tin thường,False
44256364,7.2,47.0,153.19,4.0,,5.0,,True,Full nội thất.,Đống Đa,Tin thường,False
44259714,3.9,50.0,78.0,2.0,1.0,1.0,4.63,True,Cơ bản,Thanh Trì,Tin thường,False
44263604,33.8,60.0,563.33,8.0,5.0,6.0,5.1,True,,Cầu Giấy,Tin thường,False
44264972,46.5,117.0,397.44,7.0,7.0,7.0,5.5,True,Cơ bản,Đống Đa,Tin thường,False
44267587,18.2,110.0,165.46,21.0,22.0,6.0,,True,Đầy đủ,Gia Lâm,Tin thường,False
44268501,22.5,60.0,375.0,6.0,5.0,6.0,4.5,True,Đầy đủ,Cầu Giấy,Tin thường,False
44270197,18.0,55.0,327.27,,,,,True,,Thanh Xuân,Tin thường,False
44270565,11.5,37.0,310.81,4.0,3.0,4.0,3.8,True,Đầy đủ,Hà Đông,Tin thường,False
44270611,7.85,40.0,196.25,3.0,4.0,5.0,3.9,True,Đầy đủ,Đống Đa,Tin thường,False
44271235,8.2,42.0,195.24,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44280366,20.9,55.0,380.0,7.0,5.0,5.0,5.33,True,Cơ bản,Tây Hồ,Tin thường,False
44281988,27.0,76.0,355.26,,,,,True,,Đống Đa,Tin thường,False
44284400,18.0,90.0,200.0,,,,10.0,,,Cầu Giấy,Tin thường,False
44285377,11.3,50.0,226.0,4.0,5.0,6.0,5.0,True,Cơ bản,Long Biên,Tin thường,False
44285431,40.0,108.0,370.37,36.0,36.0,8.0,8.6,True,Đầy đủ,Đống Đa,Tin thường,False
44285762,16.5,30.0,550.0,3.0,,5.0,4.7,True,Nội thất cơ bản đầy đủ.,Hoàn Kiếm,Tin thường,False
44287725,11.0,41.0,268.29,6.0,,5.0,6.0,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44291536,7.35,39.0,188.46,3.0,,5.0,,True,Tặng full nội thất.,Cầu Giấy,Tin thường,False
44292208,20.3,56.0,362.5,4.0,6.0,7.0,4.0,True,Đầy đủ,Long Biên,Tin thường,False
44292296,6.3,32.0,196.88,3.0,4.0,5.0,3.5,True,Cơ bản,Hoài Đức,Tin thường,False
44293051,19.7,67.0,294.03,7.0,4.0,5.0,3.5,True,,Đống Đa,Tin thường,False
44295960,14.2,46.0,308.7,3.0,5.0,7.0,,True,Đầy đủ,Long Biên,Tin thường,False
44300086,45.0,112.0,401.79,4.0,5.0,4.0,,True,,Long Biên,Tin thường,False
44300917,9.2,32.0,287.5,,,,2.6,True,,Long Biên,Tin VIP Bạc,False
44301970,7.3,38.0,192.1,3.0,4.0,5.0,3.9,True,Đầy đủ,Đống Đa,Tin thường,False
44303188,6.25,45.0,138.89,5.0,4.0,4.0,,True,Đầy đủ,Hoài Đức,Tin thường,False
44303607,7.75,40.0,193.75,3.0,4.0,5.0,4.2,True,Đầy đủ,Đống Đa,Tin thường,False
44305203,54.0,120.0,450.0,22.0,22.0,7.0,,True,Đầy đủ,Tây Hồ,Tin thường,False
44307885,8.2,40.0,205.0,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44309843,43.5,130.0,334.62,11.0,7.0,6.0,12.5,True,Cơ bản,Tây Hồ,Tin thường,False
44311627,8.25,39.0,211.54,4.0,5.0,5.0,4.0,True,Đầy đủ,Cầu Giấy,Tin thường,False
44315550,7.15,37.0,193.24,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44315580,7.9,40.0,197.5,3.0,4.0,5.0,3.9,True,Đầy đủ,Đống Đa,Tin thường,False
44316495,24.0,104.0,230.77,3.0,5.0,4.0,8.0,True,Đầy đủ,Tây Hồ,Tin thường,False
44318456,11.0,45.0,244.44,4.0,5.0,6.0,4.0,True,Đầy đủ,Long Biên,Tin thường,False
44320651,3.6,34.0,105.88,4.0,4.0,5.0,,True,Cơ bản,Hoài Đức,Tin thường,False
44322773,7.8,42.0,185.71,5.0,4.0,4.0,4.0,True,Cơ bản,Nam Từ Liêm,Tin thường,False
44328217,10.5,42.0,250.0,5.0,3.0,4.0,,True,,Hoài Đức,Tin thường,False
44330611,5.1,40.0,127.5,3.0,3.0,4.0,5.0,True,,Hà Đông,Tin thường,False
44331399,14.0,50.0,280.0,4.0,4.0,6.0,,True,,Hai Bà Trưng,Tin thường,False
44331434,9.9,50.0,198.0,4.0,4.0,5.0,4.0,True,Đầy đủ,Thanh Xuân,Tin thường,False
44333377,22.4,62.0,361.29,,,5.0,5.0,True,,Thanh Xuân,Tin thường,False
44334810,9.5,31.5,301.59,4.0,5.0,6.0,3.1,True,Cơ bản,Đống Đa,Tin thường,False
44334961,17.3,60.0,288.33,6.0,6.0,5.0,5.0,True,,Thanh Xuân,Tin thường,False
44336759,55.0,146.7,374.92,4.0,3.0,3.0,5.51,True,Không nội thất,Tây Hồ,Tin thường,False
44341745,9.4,30.0,313.33,3.0,4.0,5.0,3.3,True,Đầy đủ,Hai Bà Trưng,Tin thường,False
44345346,16.0,80.0,200.0,6.0,6.0,5.0,4.0,True,Đầy đủ,Tây Hồ,Tin thường,False
44345387,6.2,33.0,187.88,3.0,4.0,5.0,4.0,True,Đầy đủ,Bắc Từ Liêm,Tin thường,False
44345390,10.1,55.0,183.64,4.0,3.0,4.0,5.0,True,Đầy đủ,Ba Đình,Tin thường,False
44346412,7.8,35.0,222.86,4.0,4.0,4.0,,True,Đầy đủ,Hà Đông,Tin thường,False
44347024,14.5,50.0,290.0,13.0,13.0,7.0,,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44347530,25.99,104.0,249.9,6.0,6.0,4.0,8.2,True,Đầy đủ nội thất xịn sò nhập khẩu.,Tây Hồ,Tin thường,False
44347927,29.9,118.0,253.39,,,6.0,,True,,Cầu Giấy,Tin thường,False
44350285,15.9,45.0,353.33,5.0,4.0,5.0,5.0,True,Cơ bản,Cầu Giấy,Tin thường,False
44352665,4.5,35.0,128.57,4.0,4.0,5.0,,True,Cơ bản,Hà Đông,Tin thường,False
44352718,7.5,42.0,178.57,4.0,,5.0,,True,,Đống Đa,Tin thường,False
44353254,5.6,51.0,109.8,4.0,3.0,4.0,4.5,True,Cơ bản,Quốc Oai,Tin thường,False
44354464,8.9,45.0,197.78,3.0,,6.0,,True,,Đống Đa,Tin thường,False
44356466,6.45,29.0,222.41,3.0,,5.0,,True,,Hai Bà Trưng,Tin thường,False
44359537,3.7,36.0,102.78,4.0,3.0,4.0,,True,Đầy đủ,Hoài Đức,Tin thường,False
44360445,12.8,40.0,320.0,3.0,5.0,6.0,7.0,True,Đầy đủ,Thanh Xuân,Tin thường,False
44361519,7.7,39.0,197.44,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44369619,10.5,45.0,233.33,5.0,4.0,5.0,4.0,True,,Hoàng Mai,Tin thường,False
44370210,9.5,48.0,197.92,,,6.0,,True,Đầy đủ,Cầu Giấy,Tin thường,False
44375261,25.0,85.0,294.12,,4.0,4.0,4.5,True,,Cầu Giấy,Tin thường,False
44375813,48.5,91.0,532.97,7.0,14.0,8.0,5.5,True,Đầy đủ,Tây Hồ,Tin thường,False
44377402,14.9,46.0,323.91,2.0,3.0,3.0,3.7,True,Đầy đủ,Thanh Xuân,Tin thường,False
44378249,8.4,43.0,195.35,4.0,5.0,6.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44379926,7.5,35.0,214.29,3.0,3.0,5.0,,True,,Hai Bà Trưng,Tin thường,False
44382713,8.3,47.0,176.6,3.0,,5.0,,True,,Đống Đa,Tin thường,False
44382813,18.5,40.0,462.5,4.0,5.0,6.0,4.3,True,Cơ bản,Cầu Giấy,Tin thường,False
44385135,7.5,30.0,250.0,3.0,4.0,5.0,4.5,True,,Hoàng Mai,Tin thường,False
44390033,10.8,32.0,337.5,3.0,4.0,5.0,4.0,True,Cơ bản,Đống Đa,Tin thường,False
44391446,7.5,40.0,187.5,4.0,4.0,5.0,5.0,True,Đầy đủ,Hai Bà Trưng,Tin thường,False
44391915,7.25,45.0,161.11,4.0,4.0,5.0,5.0,True,Đầy đủ,Hà Đông,Tin thường,False
44392458,28.9,85.0,340.0,4.0,6.0,7.0,5.0,True,Đầy đủ,Long Biên,Tin thường,False
44394115,8.0,33.0,242.42,5.0,4.0,4.0,5.0,True,Đầy đủ,Hai Bà Trưng,Tin thường,False
44394456,7.5,38.0,197.37,3.0,,5.0,4.0,True,,Ba Đình,Tin thường,False
44394782,8.9,48.0,185.42,4.0,,5.0,,,Nội thất cao cấp.,Đống Đa,Tin thường,False
44394809,7.55,44.0,171.59,3.0,,6.0,,True,,Đống Đa,Tin thường,False
44398054,15.0,50.0,300.0,5.0,6.0,5.0,4.0,True,Cơ bản,Long Biên,Tin thường,False
44398980,9.8,43.0,227.91,5.0,6.0,6.0,5.0,True,Đầy đủ,Tây Hồ,Tin thường,False
44401923,5.1,15.0,340.0,2.0,2.0,4.0,3.2,False,Cơ bản,Ba Đình,Tin thường,False
44402414,7.99,33.0,242.12,4.0,6.0,6.0,6.8,True,Đầy đủ,Hai Bà Trưng,Tin thường,False
44402677,8.1,46.0,176.09,4.0,,5.0,,True,,Đống Đa,Tin thường,False
44402755,7.95,48.0,165.62,3.0,,5.0,,,Nội thất sang trọng.,Đống Đa,Tin thường,False
44404475,6.1,37.0,164.86,2.0,2.0,3.0,3.8,True,Cơ bản,Hoàng Mai,Tin thường,False
44407174,8.5,52.8,160.99,4.0,2.0,3.0,4.0,True,Cơ bản,Hoàng Mai,Tin thường,False
44407790,20.0,78.0,256.41,18.0,18.0,6.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44410263,15.0,52.0,288.46,5.0,4.0,5.0,4.0,True,Đầy đủ,Ba Đình,Tin thường,False
44413638,8.05,48.0,167.71,4.0,5.0,5.0,,,,Đống Đa,Tin thường,False
44414066,13.9,36.0,386.11,3.0,5.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44415612,14.9,60.0,248.33,4.0,3.0,4.0,4.2,True,Đầy đủ,Đống Đa,Tin thường,False
44416328,17.95,110.0,163.18,21.0,21.0,5.0,5.5,True,Đầy đủ,Gia Lâm,Tin thường,False
44416454,17.0,84.0,202.38,,,,4.0,True,,Long Biên,Tin thường,False
44416616,18.8,56.0,335.71,4.0,3.0,6.0,4.1,True,Đầy đủ,Long Biên,Tin thường,False
44421084,6.8,35.0,194.29,7.0,7.0,5.0,4.0,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44421940,7.3,31.0,235.48,3.0,3.0,5.0,,True,,Thanh Xuân,Tin thường,False
44422985,3.95,31.0,127.42,3.0,4.0,4.0,3.4,True,Cơ bản,Hà Đông,Tin thường,False
44423298,8.9,30.0,296.67,3.0,3.0,6.0,4.2,True,Đầy đủ,Long Biên,Tin thường,False
44423840,16.9,56.0,301.79,4.0,4.0,5.0,4.0,True,Đầy đủ,Long Biên,Tin thường,False
44424974,48.0,100.0,480.0,,,7.0,,True,,Cầu Giấy,Tin thường,False
44430744,7.2,45.0,160.0,5.0,4.0,5.0,4.0,True,Đầy đủ,Hoàng Mai,Tin thường,False
44431095,9.0,35.0,257.14,3.0,4.0,5.0,3.5,True,Cơ bản,Bắc Từ Liêm,Tin thường,False
44433622,40.5,105.0,385.71,,,8.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44435175,25.0,90.0,277.78,5.0,4.0,6.0,5.0,True,Đầy đủ,Long Biên,Tin thường,False
44435483,11.6,35.0,331.43,4.0,3.0,5.0,3.7,True,Đầy đủ,Long Biên,Tin thường,False
44437034,10.0,48.0,208.33,4.0,3.0,5.0,4.2,True,Đầy đủ,Ba Đình,Tin thường,False
44437229,8.6,43.8,196.35,3.0,4.0,5.0,,True,,Đống Đa,Tin thường,False
44438444,3.7,33.0,112.12,2.0,2.0,2.0,3.0,True,"Điều hòa, tủ lạnh, giường, tủ.",Hà Đông,Tin thường,False
44439242,7.85,36.0,218.06,3.0,4.0,5.0,,True,,Nam Từ Liêm,Tin thường,False
44439821,14.4,65.0,221.54,4.0,3.0,5.0,3.6,True,Đầy đủ,Thanh Xuân,Tin thường,False
44441364,23.0,71.0,323.94,4.0,5.0,4.0,5.6,True,Cơ bản,Tây Hồ,Tin thường,False
44441793,7.89,25.0,315.6,4.0,4.0,5.0,,True,Đầy đủ,Hà Đông,Tin thường,False
44442358,34.0,85.0,400.0,,,9.0,,True,,Bắc Từ Liêm,Tin thường,False
44442510,6.8,32.0,212.5,3.0,3.0,4.0,3.5,True,Đầy đủ,Đống Đa,Tin thường,False
44443874,11.3,50.0,226.0,4.0,4.0,4.0,4.0,True,Đầy đủ,Thanh Xuân,Tin thường,False
44444173,3.65,31.0,117.74,3.0,4.0,4.0,3.4,True,Cơ bản,Hà Đông,Tin thường,False
44444941,8.5,43.5,195.4,4.0,,4.0,,True,,Hai Bà Trưng,Tin thường,False
44445686,4.25,42.0,101.19,3.0,2.0,2.0,8.0,True,Cơ bản,Hoài Đức,Tin thường,False
44445709,9.85,68.0,144.85,3.0,3.0,3.0,4.6,True,Cơ bản,Bắc Từ Liêm,Tin thường,False
44448539,8.3,45.4,182.82,,4.0,5.0,4.3,True,,Hai Bà Trưng,Tin thường,False
44450925,26.5,90.0,294.44,,,,,True,,Long Biên,Tin thường,False
44451499,22.0,100.0,220.0,,,4.0,,True,,Long Biên,Tin thường,False
44452684,18.5,50.0,370.0,,,5.0,4.0,,,Nam Từ Liêm,Tin thường,False
44452942,18.5,50.0,370.0,5.0,6.0,6.0,4.0,True,Cơ bản,Nam Từ Liêm,Tin thường,False
44455899,8.1,45.5,178.02,4.0,,,,True,Đầy đủ,Đống Đa,Tin thường,False
44457296,28.5,120.0,237.5,,,,,True,,Thanh Xuân,Tin thường,False
44457922,7.2,38.0,189.47,4.0,,4.0,4.0,True,Đầy đủ,Ba Đình,Tin thường,False
44458687,7.5,42.0,178.57,4.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44459575,7.8,38.0,205.26,3.0,3.0,5.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44460557,18.9,39.0,484.62,,,5.0,,True,,Đống Đa,Tin thường,False
44460718,10.5,50.4,208.33,3.0,4.0,6.0,6.46,True,Cơ bản,Long Biên,Tin thường,False
44463806,6.2,35.0,177.14,,,5.0,3.6,True,Cơ bản,Hoài Đức,Tin thường,False
44466068,12.7,50.0,254.0,4.0,5.0,6.0,4.0,True,Đầy đủ,Long Biên,Tin thường,False
44466404,7.8,45.0,173.33,3.0,,5.0,,True,,Đống Đa,Tin thường,False
44468429,8.5,38.0,223.68,3.0,3.0,5.0,,,,Đống Đa,Tin thường,False
44469761,21.5,51.0,421.57,6.0,3.0,5.0,3.5,True,Nt,Cầu Giấy,Tin thường,False
44471101,35.69,156.0,228.78,52.0,52.0,9.0,12.0,True,Đầy đủ,Cầu Giấy,Tin thường,False
44471141,16.0,90.0,177.78,1.0,1.0,1.0,5.0,True,,Long Biên,Tin thường,False
44471439,34.5,90.0,383.33,6.0,,5.0,4.5,True,Đầy đủ,Cầu Giấy,Tin thường,False
44471968,35.0,60.0,583.33,4.0,6.0,7.0,5.5,True,Đầy đủ,Long Biên,Tin thường,False
44473121,5.0,30.0,166.67,3.0,,5.0,,True,,Bắc Từ Liêm,Tin thường,False
44474145,3.95,31.0,127.42,3.0,4.0,4.0,3.4,True,Cơ bản,Hà Đông,Tin thường,False
44474342,9.6,47.0,204.26,,4.0,5.0,,True,Đầy đủ,Hoàng Mai,Tin thường,False
44474621,8.4,45.0,186.67,3.0,,5.0,5.0,True,Đầy đủ,Bắc Từ Liêm,Tin thường,False
44475191,18.8,56.0,335.71,3.0,5.0,6.0,4.0,True,Đầy đủ,Long Biên,Tin thường,False
44476626,5.85,33.6,174.11,3.0,4.0,5.0,4.0,True,Đầy đủ,Bắc Từ Liêm,Tin thường,False
44476725,10.5,42.0,250.0,4.0,3.0,4.0,,True,,Đống Đa,Tin thường,False
44478339,7.9,39.0,202.56,4.0,3.0,4.0,4.6,True,Full nội thất.,Hà Đông,Tin thường,False
44485271,9.0,35.0,257.14,3.0,4.0,5.0,3.5,True,,Bắc Từ Liêm,Tin thường,False
44486284,6.6,73.0,90.41,3.0,2.0,2.0,4.0,True,,Đông Anh,Tin thường,False
44487187,6.48,48.0,135.0,4.0,4.0,4.0,,True,,Long Biên,Tin thường,False
44487196,22.6,60.0,376.67,5.0,6.0,6.0,6.7,True,Nội thất cao cấp.,Thanh Xuân,Tin thường,False
44487227,5.3,32.0,165.62,3.0,3.0,4.0,3.5,True,Đầy đủ.,Hoài Đức,Tin thường,False
44488168,14.86,60.0,247.67,4.0,3.0,4.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44488804,17.8,65.0,273.85,21.0,21.0,9.0,4.0,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44491120,35.9,158.0,227.2,58.0,,9.0,,True,Đầy đủ,Cầu Giấy,Tin thường,False
44492201,16.9,50.0,338.0,6.0,3.0,5.0,,True,,Hà Đông,Tin thường,False
44492927,46.0,100.0,460.0,7.0,7.0,7.0,6.67,True,Cơ bản,Long Biên,Tin thường,False
44493704,49.0,91.0,538.46,,,8.0,5.5,True,"Tiện nghi cao cấp như sofa, giường tủ, điều hòa, máy giặt, máy sấy, tivi, tủ lạnh...",Tây Hồ,Tin thường,False
44494041,12.0,52.0,230.77,,,4.0,,True,,Hà Đông,Tin thường,False
44494396,29.0,90.0,322.22,8.0,4.0,4.0,6.5,True,Cơ bản,Hai Bà Trưng,Tin thường,False
44497043,14.2,65.0,218.46,17.0,,7.0,5.0,True,Đầy đủ,Bắc Từ Liêm,Tin thường,False
44497456,8.6,39.0,220.51,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44497509,18.0,56.0,321.43,12.0,7.0,7.0,4.1,True,Đầy đủ,Ba Đình,Tin thường,False
44498513,13.0,60.0,216.67,4.0,3.0,5.0,4.5,True,Đầy đủ,Ba Đình,Tin thường,False
44499857,11.5,38.0,302.63,3.0,3.0,6.0,4.5,True,Đầy đủ,Long Biên,Tin thường,False
44501260,15.6,80.0,195.0,17.0,17.0,7.0,,True,Đầy đủ,Đống Đa,Tin thường,False
44501532,7.9,32.5,243.08,3.0,,5.0,,True,,Ba Đình,Tin thường,False
44502013,15.7,45.0,348.89,4.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44502620,5.95,30.0,198.33,,,5.0,,True,,Bắc Từ Liêm,Tin thường,False
44504461,7.6,39.0,194.87,3.0,4.0,5.0,3.9,True,Đầy đủ,Đống Đa,Tin thường,False
44505670,8.1,36.0,225.0,2.0,3.0,5.0,,True,,Thanh Xuân,Tin thường,False
44505871,26.5,90.0,294.44,3.0,3.0,3.0,5.9,True,Cơ bản,Long Biên,Tin thường,False
44506284,23.2,71.0,326.76,7.0,5.0,5.0,,True,Đầy đủ,Đống Đa,Tin VIP Bạc,False
44506450,10.0,55.0,181.82,,,,,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44507669,60.0,151.2,396.82,4.0,4.0,4.0,9.0,True,Đầy đủ,Ba Đình,Tin thường,False
44508473,7.85,40.0,196.25,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44512250,31.5,88.0,357.96,4.0,4.0,5.0,,True,Đầy đủ,Cầu Giấy,Tin thường,False
44514126,7.6,39.0,194.87,3.0,4.0,5.0,4.0,True,Đầy đủ,Đống Đa,Tin thường,False
44514799,20.0,80.0,250.0,6.0,6.0,7.0,,True,Đầy đủ,Cầu Giấy,Tin thường,False
44515205,6.0,31.0,193.55,3.0,4.0,5.0,4.2,True,Đầy đủ,Hà Đông,Tin thường,False
44516417,10.99,42.0,261.67,,,5.0,5.0,True,,Cầu Giấy,Tin thường,False
44518860,15.8,53.0,298.11,12.0,12.0,7.0,,True,Đầy đủ,Cầu Giấy,Tin thường,False
44521309,7.9,51.5,153.4,9.0,,5.0,,True,Full,Bắc Từ Liêm,Tin thường,False
44523923,5.5,45.0,122.22,7.0,5.0,5.0,,True,Đầy đủ.,Nam Từ Liêm,Tin thường,False
44526239,54.0,90.0,600.0,10.0,10.0,10.0,8.0,True,Cơ bản,Ba Đình,Tin VIP Vàng,False
44526282,18.8,55.0,341.82,4.0,4.0,5.0,,True,Đầy đủ nội thất xịn.,Tây Hồ,Tin thường,False
44526898,6.28,50.0,125.6,4.0,3.0,4.0,4.5,True,Đầy đủ,Nam Từ Liêm,Tin thường,False
44528062,21.0,85.0,247.06,4.0,4.0,5.0,5.0,True,Đầy đủ,Hà Đông,Tin thường,False
44528440,13.95,50.0,279.0,,,,,,,Hà Đông,Tin thường,False
